Rural_Area,Quantity,Percentage,country_name,job_name
No,2,0.04,Netherlands,Data Warehouse Analyst
No,2,0.04,Netherlands,Field Artillery Automated Tactical Data System Specialist
No,2,0.04,Netherlands,Database Management System Specialist (DBMS Specialist)
No,1,0.02,Netherlands,Data Collection Technician
No,1,0.02,Netherlands,Database Modeler
No,1,0.02,Netherlands,Survey Data Technician
No,1,0.02,Netherlands,Clinical Data Associate
No,3,0.05,Netherlands,Database Designer
No,1,0.02,Netherlands,Data Processing Mechanic
No,2,0.04,Netherlands,Database Administration Associate
No,1,0.02,Netherlands,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Netherlands,Database Design Analyst
No,1,0.02,Netherlands,LiDAR Data Analyst
No,2,0.04,Netherlands,Database Specialist
No,2,0.04,Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,2,0.04,Netherlands,Data Management Information Technology Specialist
No,2,0.04,Netherlands,Data Warehouse Specialist
No,1,0.02,Netherlands,Data Control Assistant
No,4,0.07,Netherlands,Database Coordinator
No,1,0.02,Netherlands,Data Systems Manager
No,3,0.05,Netherlands,Automatic Data Processing Planner
No,2,0.04,Netherlands,Data Processing Consultant
No,1,0.02,Netherlands,Data Communications Software Consultant
No,3,0.05,Netherlands,Data Scientist
No,4,0.07,Netherlands,Electronic Data Processing Auditor (EDP Auditor)
No,2,0.04,Netherlands,Internet Database Specialist
No,3,0.05,Netherlands,Data Security Analyst
No,1,0.02,Netherlands,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,4,0.07,Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,2,0.04,Netherlands,Database Manager
No,1,0.02,Netherlands,Data Processing Manager
No,1,0.02,Netherlands,Micro Computer Data Processor
No,1,0.02,Netherlands,Business Database Analyst
No,1,0.02,Netherlands,Data Center Operator
No,1,0.02,Netherlands,Data Communications Analyst
No,1,0.02,Netherlands,GPS Field Data Collector (Global Positioning System Field Data Collector)
No,2,0.04,Netherlands,Data Warehousing Manager
No,1,0.02,Netherlands,Data Sciences Director
No,1,0.02,Netherlands,Data Manager
No,2,0.04,Netherlands,Data Control Clerk Supervisor
No,1,0.02,Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,1,0.02,Netherlands,SQL Database Administrator
No,1,0.02,Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,2,0.04,Netherlands,Director of Data Operations
No,2,0.04,Netherlands,Data Miner
No,2,0.04,Netherlands,Database Consultant
No,2,0.04,Netherlands,Database Security Expert
No,4,0.07,Netherlands,Data Processing Systems Analyst
No,1,0.02,Netherlands,Data Security Administrator
No,1,0.02,Netherlands,Reference Data Expert
No,1,0.02,Netherlands,Data Processing Services Sales Representative
No,1,0.02,Netherlands,Data Entry Associate
No,2,0.04,Netherlands,Computer or Data Processing Systems Consultant
No,1,0.02,Poland,Data Reduction Technician
No,1,0.02,Poland,Data Processing Equipment Repairer
No,2,0.04,Poland,Database Analyst
No,2,0.04,Poland,Marketing Database Analyst
No,5,0.09,Poland,Data Coordinator
No,1,0.02,Poland,Data Communications Technician
No,5,0.09,Poland,Database Marketing Analyst
No,1,0.02,Poland,Naval Tactical Data System--Combat Information Center Officer
No,1,0.02,Poland,Database Administration Project Manager
No,10,0.18,Poland,Database Security Administrator
No,1,0.02,Poland,Database Administrator (DBA)
No,2,0.04,Poland,Flight Data Technician
No,4,0.07,Poland,Database Tester
No,1,0.02,Poland,Weight in Motion Field Data Collection Technician
No,1,0.02,Poland,Clinical Data Specialist
No,5,0.09,Poland,Electronic Data Interchange System Developer (EDI System Developer)
No,7,0.12,Poland,Data Administrator
No,5,0.09,Poland,Database Engineer
No,3,0.05,Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
No,11,0.19,Poland,Data Storage Specialist
No,6,0.11,Poland,Database Administration Manager
No,5,0.09,Poland,Data Management Associate
No,5,0.09,Poland,Data Modeling Specialist
No,1,0.02,Poland,Data Processing Control Clerk
No,6,0.11,Poland,Database Software Technician
No,1,0.02,Poland,Data Collector
No,2,0.04,Poland,Head of Information Systems and Data Processing
No,1,0.02,Poland,Data Entry Supervisor
No,1,0.02,Poland,Clinical Data Coordinator
No,3,0.05,Poland,Data Warehousing Engineer
No,4,0.07,Poland,Data Warehousing Specialist
No,11,0.19,Poland,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,10,0.18,Poland,Database Development and Administration Project Manager
No,7,0.12,Poland,Data Warehouse Analyst
No,1,0.02,Poland,Field Artillery Automated Tactical Data System Specialist
No,1,0.02,Poland,Data Input Clerk
No,6,0.11,Poland,Database Management System Specialist (DBMS Specialist)
No,3,0.05,Poland,Data Collection Technician
No,2,0.04,Poland,Database Modeler
No,1,0.02,Poland,Survey Data Technician
No,1,0.02,Poland,Data Coder Operator
No,3,0.05,Poland,Data Base Design Analyst
No,2,0.04,Poland,Flight Test Data Acquisition Technician
No,2,0.04,Poland,Data Capture Clerk
No,3,0.05,Poland,Data Capture Specialist
No,4,0.07,Poland,Database Designer
No,1,0.02,Poland,Data Management Manager
No,4,0.07,Poland,Database Administration Associate
No,3,0.05,Poland,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Poland,Database Technician
No,9,0.16,Poland,Database Design Analyst
No,3,0.05,Poland,LiDAR Data Analyst
No,5,0.09,Poland,Database Specialist
No,1,0.02,Poland,Data Entry Technician
No,2,0.04,Poland,Clinical Data Management Manager (CDM Manager)
No,3,0.05,Poland,Databases Software Consultant
No,9,0.16,Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,5,0.09,Poland,Data Management Information Technology Specialist
No,7,0.12,Poland,Data Officer
No,1,0.02,Poland,Data Typist
No,4,0.07,Poland,Data Warehouse Architect
No,9,0.16,Poland,Data Warehouse Specialist
No,1,0.02,Poland,Data Control Assistant
No,2,0.04,Poland,Data Acquisition Technician
No,5,0.09,Poland,Database Coordinator
No,5,0.09,Poland,Data Systems Manager
No,10,0.18,Poland,Data Warehouse Developer
No,5,0.09,Poland,Automatic Data Processing Planner
No,5,0.09,Poland,Data Processing Consultant
No,5,0.09,Poland,Data Communications Software Consultant
No,1,0.02,Poland,Data Scientist
No,3,0.05,Poland,Data Operations Director
No,1,0.02,Poland,Data Processing Clerk
No,5,0.09,Poland,Electronic Data Processing Auditor (EDP Auditor)
No,1,0.02,Poland,Internet Database Specialist
No,1,0.02,Poland,Data Entry Representative
No,8,0.14,Poland,Data Security Analyst
No,4,0.07,Poland,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,2,0.04,Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,3,0.05,Poland,Automatic Data Processing Planner (ADP Planner)
No,5,0.09,Poland,Database Manager
No,2,0.04,Poland,Database Programmer
No,7,0.12,Poland,Data Processing Manager
No,2,0.04,Poland,Data Specialist
No,1,0.02,Poland,Data Processing Supervisor
No,3,0.05,Poland,Analytical Data Miner
No,3,0.05,Poland,Data Processing Systems Project Planner
No,1,0.02,Poland,Data Technician
No,1,0.02,Poland,Data Entry Operator
No,2,0.04,Poland,Datastage Developer
No,3,0.05,Poland,Database Architect
No,1,0.02,Poland,Data Examination Clerk
No,1,0.02,Poland,Data Center Operator
No,1,0.02,Poland,SCADA Operator (Supervisory Control and Data Acquisition Operator)
No,5,0.09,Poland,Data Processing Auditor
No,10,0.18,Poland,Data Communications Analyst
No,1,0.02,Poland,Scientific Database Curator
No,6,0.11,Poland,Oracle Database Administrator (Oracle DBA)
No,5,0.09,Poland,Data Warehousing Manager
No,2,0.04,Poland,Data Sciences Director
No,2,0.04,Poland,Clinical Data Abstractor
No,9,0.16,Poland,Data Architect
No,9,0.16,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,10,0.18,Poland,SQL Database Administrator
No,11,0.19,Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,2,0.04,Poland,Customer Data Technician
No,9,0.16,Poland,Director of Data Operations
No,7,0.12,Poland,Data Miner
No,4,0.07,Poland,Database Consultant
No,9,0.16,Poland,Database Security Expert
No,4,0.07,Poland,Data Processing Systems Analyst
No,3,0.05,Poland,Databases Computer Consultant
No,8,0.14,Poland,Data Security Administrator
No,2,0.04,Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
No,3,0.05,Poland,Clinical Data Analyst
No,1,0.02,Poland,Reference Data Expert
No,2,0.04,Poland,Database Developer
No,1,0.02,Poland,Log Data Technician
No,6,0.11,Poland,Computer or Data Processing Systems Consultant
No,1,0.02,Poland,Data Transcriber
No,1,0.02,Portugal,Data Reduction Technician
No,5,0.09,Portugal,Data Coordinator
No,1,0.02,Portugal,Data Conversion Operator
No,1,0.02,Portugal,Data Communications Technician
No,1,0.02,Portugal,Database Marketing Analyst
No,1,0.02,Portugal,Clinical Data Specialist
No,1,0.02,Portugal,Clinical Data Management Associate Director
No,2,0.04,Portugal,Electronic Data Interchange System Developer (EDI System Developer)
No,4,0.07,Portugal,Data Administrator
No,2,0.04,Portugal,Database Engineer
No,1,0.02,Portugal,Data Storage Specialist
No,3,0.05,Portugal,Data Management Associate
No,1,0.02,Portugal,Data Modeling Specialist
No,1,0.02,Portugal,Data Processing Control Clerk
No,1,0.02,Portugal,Database Software Technician
No,1,0.02,Portugal,Data Collector
No,1,0.02,Portugal,Clinical Data Coordinator
No,1,0.02,Portugal,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,1,0.02,Portugal,Database Development and Administration Project Manager
No,2,0.04,Portugal,Data Warehouse Analyst
No,1,0.02,Portugal,Database Management System Specialist (DBMS Specialist)
No,3,0.05,Portugal,Data Recovery Planner
No,2,0.04,Portugal,Data Capture Clerk
No,1,0.02,Portugal,Data Management Manager
No,2,0.04,Portugal,Database Administration Associate
No,1,0.02,Portugal,Data Entry Machine Operator
No,1,0.02,Portugal,Geographic Information Systems Data Manager (GIS Data Manager)
No,3,0.05,Portugal,Database Specialist
No,3,0.05,Portugal,Databases Software Consultant
No,4,0.07,Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,1,0.02,Portugal,Data Management Information Technology Specialist
No,3,0.05,Portugal,Data Officer
No,1,0.02,Portugal,Data Warehouse Architect
No,1,0.02,Portugal,Data Warehouse Specialist
No,1,0.02,Portugal,Database Coordinator
No,1,0.02,Portugal,Automatic Data Processing Planner
No,5,0.09,Portugal,Data Processing Consultant
No,5,0.09,Portugal,Data Communications Software Consultant
No,2,0.04,Portugal,Data Scientist
No,3,0.05,Portugal,Electronic Data Processing Auditor (EDP Auditor)
No,1,0.02,Portugal,Internet Database Specialist
No,4,0.07,Portugal,Data Security Analyst
No,3,0.05,Portugal,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,1,0.02,Portugal,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,1,0.02,Portugal,Automatic Data Processing Planner (ADP Planner)
No,2,0.04,Portugal,Database Manager
No,1,0.02,Portugal,Data Processing Manager
No,1,0.02,Portugal,Micro Computer Data Processor
No,1,0.02,Portugal,Analytical Data Miner
No,2,0.04,Portugal,Data Processing Systems Project Planner
No,3,0.05,Portugal,Database Architect
No,1,0.02,Portugal,Data Center Operator
No,2,0.04,Portugal,Data Communications Analyst
No,1,0.02,Portugal,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Portugal,Data Warehousing Manager
No,1,0.02,Portugal,Data Architect
No,2,0.04,Portugal,SQL Database Administrator
No,3,0.05,Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Portugal,Data Miner
No,2,0.04,Portugal,Database Consultant
No,1,0.02,Portugal,Databases Computer Consultant
No,1,0.02,Portugal,Data Processor
No,1,0.02,Portugal,Clinical Data Manager
No,1,0.02,Portugal,Data Processing Services Sales Representative
No,1,0.02,Portugal,Log Data Technician
No,1,0.02,Portugal,Field Traffic Data Technician
No,2,0.04,Portugal,Computer or Data Processing Systems Consultant
No,3,0.05,Romania,Database Analyst
No,1,0.02,Romania,Marketing Database Analyst
No,3,0.05,Romania,Data Coordinator
No,1,0.02,Romania,Naval Tactical Data System--Combat Information Center Officer
No,2,0.04,Romania,Database Security Administrator
No,6,0.11,Romania,Database Tester
No,2,0.04,Romania,Electronic Data Interchange System Developer (EDI System Developer)
No,5,0.09,Romania,Data Administrator
No,2,0.04,Romania,Database Engineer
No,4,0.07,Romania,Data Storage Specialist
No,1,0.02,Romania,SCADA Technician (Supervisory Control and Data Acquisition Technician)
No,2,0.04,Romania,Database Administration Manager
No,7,0.12,Romania,Data Management Associate
No,1,0.02,Romania,Data Modeling Specialist
No,1,0.02,Romania,Data Entry Specialist
No,1,0.02,Romania,Database Software Technician
No,4,0.07,Romania,Head of Information Systems and Data Processing
No,4,0.07,Romania,Data Warehousing Engineer
No,2,0.04,Romania,Data Warehousing Specialist
No,2,0.04,Romania,Database Development and Administration Project Manager
No,1,0.02,Romania,Data Warehouse Analyst
No,1,0.02,Romania,Field Artillery Automated Tactical Data System Specialist
No,1,0.02,Romania,Data Input Clerk
No,4,0.07,Romania,Database Management System Specialist (DBMS Specialist)
No,2,0.04,Romania,Data Collection Technician
No,1,0.02,Romania,Data Coder Operator
No,2,0.04,Romania,Data Base Design Analyst
No,2,0.04,Romania,Clinical Data Associate
No,2,0.04,Romania,Data Analysis Assistant
No,2,0.04,Romania,Database Designer
No,1,0.02,Romania,Data Management Manager
No,2,0.04,Romania,Database Administration Associate
No,2,0.04,Romania,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Romania,Database Technician
No,1,0.02,Romania,Database Design Analyst
No,5,0.09,Romania,Database Specialist
No,1,0.02,Romania,Data Entry Technician
No,1,0.02,Romania,Health Data Analyst
No,2,0.04,Romania,Databases Software Consultant
No,2,0.04,Romania,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,2,0.04,Romania,Data Management Information Technology Specialist
No,6,0.11,Romania,Data Officer
No,2,0.04,Romania,Data Warehouse Architect
No,1,0.02,Romania,Data Warehouse Specialist
No,1,0.02,Romania,Medical Data Analyst
No,1,0.02,Romania,Data Systems Manager
No,2,0.04,Romania,Data Warehouse Developer
No,3,0.05,Romania,Automatic Data Processing Planner
No,2,0.04,Romania,Data Processing Consultant
No,1,0.02,Romania,Data Communications Software Consultant
No,4,0.07,Romania,Electronic Data Processing Auditor (EDP Auditor)
No,1,0.02,Romania,Internet Database Specialist
No,1,0.02,Romania,Data Entry Representative
No,4,0.07,Romania,Data Security Analyst
No,2,0.04,Romania,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,3,0.05,Romania,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,3,0.05,Romania,Automatic Data Processing Planner (ADP Planner)
No,1,0.02,Romania,Database Manager
No,2,0.04,Romania,Database Programmer
No,1,0.02,Romania,Data Compiler
No,1,0.02,Romania,Micro Computer Data Processor
No,1,0.02,Romania,Analytical Data Miner
No,6,0.11,Romania,Data Processing Systems Project Planner
No,1,0.02,Romania,Data Modeler
No,2,0.04,Romania,Business Database Analyst
No,1,0.02,Romania,Data Entry Operator
No,4,0.07,Romania,Database Architect
No,2,0.04,Romania,Data Center Operator
No,1,0.02,Romania,SCADA Operator (Supervisory Control and Data Acquisition Operator)
No,1,0.02,Romania,Data Processing Auditor
No,1,0.02,Romania,Data Communications Analyst
No,2,0.04,Romania,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Romania,GPS Field Data Collector (Global Positioning System Field Data Collector)
No,3,0.05,Romania,Data Warehousing Manager
No,1,0.02,Romania,Data Sciences Director
No,4,0.07,Romania,Data Architect
No,3,0.05,Romania,SQL Database Administrator
No,3,0.05,Romania,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Romania,Customer Data Technician
No,4,0.07,Romania,Director of Data Operations
No,3,0.05,Romania,Data Miner
No,7,0.12,Romania,Database Consultant
No,1,0.02,Romania,Database Security Expert
No,1,0.02,Romania,Data Processing Systems Analyst
No,4,0.07,Romania,Databases Computer Consultant
No,3,0.05,Romania,Data Security Administrator
No,1,0.02,Romania,Data Processor
No,1,0.02,Romania,Clinical Data Analyst
No,1,0.02,Romania,Voice and Data Technician
No,2,0.04,Romania,Reference Data Expert
No,2,0.04,Romania,Clinical Data Manager
No,2,0.04,Romania,Field Traffic Data Technician
No,4,0.07,Romania,Computer or Data Processing Systems Consultant
No,1,0.02,Sweden,Data Reduction Technician
No,2,0.04,Sweden,Data Coordinator
No,2,0.04,Sweden,Database Marketing Analyst
No,1,0.02,Sweden,Naval Tactical Data System--Combat Information Center Officer
No,2,0.04,Sweden,Database Security Administrator
No,1,0.02,Sweden,Database Tester
No,1,0.02,Sweden,Database Software Technician
No,1,0.02,Sweden,Crime Data Specialist
No,1,0.02,Sweden,Head of Information Systems and Data Processing
No,1,0.02,Sweden,Data Warehousing Engineer
No,1,0.02,Sweden,Data Warehousing Specialist
No,2,0.04,Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,2,0.04,Sweden,Database Development and Administration Project Manager
No,1,0.02,Sweden,Data Warehouse Analyst
No,2,0.04,Sweden,Database Modeler
No,1,0.02,Sweden,Survey Data Technician
No,2,0.04,Sweden,Data Coder Operator
No,1,0.02,Sweden,Data Analysis Assistant
No,2,0.04,Sweden,Database Designer
No,1,0.02,Sweden,Database Administration Associate
No,1,0.02,Sweden,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Sweden,Database Design Analyst
No,2,0.04,Sweden,Database Specialist
No,1,0.02,Sweden,Clinical Data Management Manager (CDM Manager)
No,1,0.02,Sweden,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,1,0.02,Sweden,Data Management Information Technology Specialist
No,2,0.04,Sweden,Data Officer
No,2,0.04,Sweden,Data Typist
No,1,0.02,Sweden,Data Warehouse Architect
No,1,0.02,Sweden,Data Warehouse Specialist
No,2,0.04,Sweden,Database Coordinator
No,1,0.02,Sweden,Data Systems Manager
No,1,0.02,Sweden,Data Warehouse Developer
No,4,0.07,Sweden,Automatic Data Processing Planner
No,1,0.02,Sweden,Data Communications Software Consultant
No,2,0.04,Sweden,Data Scientist
No,1,0.02,Sweden,Data Security Analyst
No,1,0.02,Sweden,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,2,0.04,Sweden,Automatic Data Processing Planner (ADP Planner)
No,1,0.02,Sweden,Database Manager
No,1,0.02,Sweden,Database Programmer
No,2,0.04,Sweden,Data Processing Manager
No,1,0.02,Sweden,Database Development Project Manager
No,1,0.02,Sweden,Data Modeler
No,1,0.02,Sweden,Data Entry Operator
No,1,0.02,Sweden,Data Center Operator
No,1,0.02,Sweden,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,2,0.04,Sweden,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Sweden,Database Consultant
No,1,0.02,Sweden,Databases Computer Consultant
No,1,0.02,Sweden,Data Security Administrator
No,1,0.02,Sweden,Database Developer
No,1,0.02,Sweden,Data Entry Associate
No,2,0.04,Sweden,Computer or Data Processing Systems Consultant
No,1,0.02,Slovenia,Database Modeler
No,1,0.02,Slovenia,Data Systems Manager
No,1,0.02,Slovenia,Automatic Data Processing Planner
No,1,0.02,Slovenia,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,1,0.02,Slovenia,Data Processing Auditor
No,1,0.02,Slovenia,Databases Computer Consultant
No,1,0.02,Slovenia,Data Security Administrator
No,1,0.02,Slovakia,Data Conversion Operator
No,1,0.02,Slovakia,Flight Data Technician
No,2,0.04,Slovakia,Data Administrator
No,1,0.02,Slovakia,Database Engineer
No,2,0.04,Slovakia,Data Management Associate
No,1,0.02,Slovakia,Data Warehousing Specialist
No,1,0.02,Slovakia,Data Warehouse Analyst
No,1,0.02,Slovakia,Database Management System Specialist (DBMS Specialist)
No,1,0.02,Slovakia,Data Base Design Analyst
No,1,0.02,Slovakia,Data Capture Specialist
No,1,0.02,Slovakia,Data Reviewer
No,1,0.02,Slovakia,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Slovakia,Database Specialist
No,1,0.02,Slovakia,Databases Software Consultant
No,4,0.07,Slovakia,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,2,0.04,Slovakia,Data Officer
No,1,0.02,Slovakia,Data Warehouse Specialist
No,1,0.02,Slovakia,Data Systems Manager
No,1,0.02,Slovakia,Data Warehouse Developer
No,1,0.02,Slovakia,Automatic Data Processing Planner
No,3,0.05,Slovakia,Data Scientist
No,1,0.02,Slovakia,Data Operations Director
No,2,0.04,Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,1,0.02,Slovakia,Automatic Data Processing Planner (ADP Planner)
No,3,0.05,Slovakia,Database Manager
No,1,0.02,Slovakia,Data Processing Manager
No,3,0.05,Slovakia,Data Processing Auditor
No,1,0.02,Slovakia,Data Communications Analyst
No,1,0.02,Slovakia,Databases Computer Consultant
No,1,0.02,Slovakia,Computer or Data Processing Systems Consultant
No,1,0.02,Slovakia,Data Transcriber
Yes,2,0.04,Austria,Data Coordinator
Yes,1,0.02,Austria,Database Marketing Analyst
Yes,1,0.02,Austria,Database Security Administrator
Yes,1,0.02,Austria,Clinical Data Specialist
Yes,1,0.02,Austria,Data Administrator
Yes,2,0.04,Austria,Database Engineer
Yes,1,0.02,Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
Yes,1,0.02,Austria,Data Entry Specialist
Yes,2,0.04,Austria,Database Software Technician
Yes,1,0.02,Austria,Data Warehousing Engineer
Yes,1,0.02,Austria,Database Development and Administration Project Manager
Yes,1,0.02,Austria,Data Coder Operator
Yes,1,0.02,Austria,Data Base Design Analyst
Yes,1,0.02,Austria,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Austria,Database Design Analyst
Yes,1,0.02,Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Austria,Data Warehouse Developer
Yes,1,0.02,Austria,Automatic Data Processing Planner
Yes,1,0.02,Austria,Data Communications Software Consultant
Yes,1,0.02,Austria,Internet Database Specialist
Yes,1,0.02,Austria,Data Security Analyst
Yes,1,0.02,Austria,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,3,0.05,Austria,Data Processing Auditor
Yes,1,0.02,Austria,GPS Field Data Collector (Global Positioning System Field Data Collector)
Yes,1,0.02,Austria,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Austria,Director of Data Operations
Yes,1,0.02,Austria,Databases Computer Consultant
Yes,1,0.02,Austria,Computer or Data Processing Systems Consultant
Yes,1,0.02,Belgium,Database Marketing Analyst
Yes,1,0.02,Belgium,Data Administrator
Yes,1,0.02,Belgium,Database Engineer
Yes,1,0.02,Belgium,Data Entry Specialist
Yes,1,0.02,Belgium,Database Software Technician
Yes,1,0.02,Belgium,Field Artillery Automated Tactical Data System Specialist
Yes,1,0.02,Belgium,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Belgium,Data Recovery Planner
Yes,1,0.02,Belgium,Data Base Design Analyst
Yes,3,0.05,Belgium,Clinical Data Associate
Yes,1,0.02,Belgium,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Belgium,Database Design Analyst
Yes,2,0.04,Belgium,Health Data Analyst
Yes,1,0.02,Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Belgium,Data Management Information Technology Specialist
Yes,2,0.04,Belgium,Data Officer
Yes,1,0.02,Belgium,Data Warehouse Specialist
Yes,1,0.02,Belgium,Medical Data Analyst
Yes,1,0.02,Belgium,Data Systems Manager
Yes,1,0.02,Belgium,Data Warehouse Developer
Yes,1,0.02,Belgium,Automatic Data Processing Planner
Yes,1,0.02,Belgium,Data Processing Consultant
Yes,1,0.02,Belgium,Data Scientist
Yes,1,0.02,Belgium,Electronic Data Processing Auditor (EDP Auditor)
Yes,1,0.02,Belgium,Data Entry Representative
Yes,1,0.02,Belgium,Data Security Analyst
Yes,1,0.02,Belgium,Database Manager
Yes,1,0.02,Belgium,Data Processing Manager
Yes,1,0.02,Belgium,Data Communications Analyst
Yes,1,0.02,Belgium,Data Manager
Yes,1,0.02,Belgium,Data Architect
Yes,1,0.02,Belgium,Director of Data Operations
Yes,1,0.02,Belgium,Database Consultant
Yes,1,0.02,Belgium,Data Security Administrator
Yes,1,0.02,Belgium,Log Data Technician
Yes,1,0.02,Bulgaria,Database Tester
Yes,1,0.02,Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Bulgaria,Data Management Information Technology Specialist
Yes,1,0.02,Bulgaria,Data Processing Auditor
Yes,1,0.02,Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
Yes,1,0.02,Czechia,Naval Tactical Data System--Combat Information Center Officer
Yes,1,0.02,Czechia,Database Security Administrator
Yes,1,0.02,Czechia,Database Administrator (DBA)
Yes,1,0.02,Czechia,Database Engineer
Yes,2,0.04,Czechia,Data Storage Specialist
Yes,1,0.02,Czechia,Data Management Associate
Yes,1,0.02,Czechia,Database Software Technician
Yes,1,0.02,Czechia,Database Development and Administration Project Manager
Yes,1,0.02,Czechia,Data Collection Technician
Yes,1,0.02,Czechia,Flight Test Data Acquisition Technician
Yes,1,0.02,Czechia,Data Processing Mechanic
Yes,1,0.02,Czechia,Data Entry Machine Operator
Yes,1,0.02,Czechia,Databases Software Consultant
Yes,1,0.02,Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Czechia,Data Warehouse Architect
Yes,1,0.02,Czechia,Data Acquisition Technician
Yes,1,0.02,Czechia,Data Systems Manager
Yes,1,0.02,Czechia,Data Scientist
Yes,1,0.02,Czechia,Data Operations Director
Yes,1,0.02,Czechia,Database Development Project Manager
Yes,2,0.04,Czechia,Data Processing Systems Project Planner
Yes,1,0.02,Czechia,Database Architect
Yes,1,0.02,Czechia,Oracle Database Administrator (Oracle DBA)
Yes,1,0.02,Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector)
Yes,1,0.02,Czechia,Data Architect
Yes,1,0.02,Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,2,0.04,Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Czechia,Data Miner
Yes,1,0.02,Czechia,Data Processing Systems Analyst
Yes,1,0.02,Czechia,Computer or Data Processing Systems Consultant
Yes,1,0.02,Germany,Data Reduction Technician
Yes,2,0.04,Germany,Database Analyst
Yes,1,0.02,Germany,Marketing Database Analyst
Yes,4,0.07,Germany,Data Coordinator
Yes,2,0.04,Germany,Data Conversion Operator
Yes,4,0.07,Germany,Database Marketing Analyst
Yes,1,0.02,Germany,Database Administration Project Manager
Yes,3,0.05,Germany,Database Security Administrator
Yes,4,0.07,Germany,Database Administrator (DBA)
Yes,2,0.04,Germany,Flight Data Technician
Yes,4,0.07,Germany,Database Tester
Yes,1,0.02,Germany,Clinical Data Management Associate Director
Yes,8,0.14,Germany,Electronic Data Interchange System Developer (EDI System Developer)
Yes,6,0.11,Germany,Data Administrator
Yes,5,0.09,Germany,Database Engineer
Yes,7,0.12,Germany,Data Storage Specialist
Yes,1,0.02,Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician)
Yes,8,0.14,Germany,Database Administration Manager
Yes,2,0.04,Germany,Data Management Associate
Yes,5,0.09,Germany,Data Modeling Specialist
Yes,1,0.02,Germany,Maintenance Data Analyst
Yes,3,0.05,Germany,Database Software Technician
Yes,1,0.02,Germany,Crime Data Specialist
